sample_id,frame,year,title,author,label,raw_label,confidence,narrating_situation,agent_note,why,n_quotes,event_past,event_present,beat_past,beat_present,bucket_event,bucket_dialogue,bucket_gnomic,bucket_paratext,bucket_unclear
top1967:3864,pilot,1967,ROSEMARY'S BABY,Ira Levin,PAST,PAST,high,retrospective,,"100% past / 0% present of 12, situation=retrospective",17,7,0,5,0,7,8,1,0,1
top1967:4879,pilot,1967,THE CONFESSIONS OF NAT TURNER,William Styron,PAST,PAST,high,retrospective,,"87% past / 13% present of 15, situation=retrospective",38,6,1,7,1,7,20,7,3,1
top1967:6929,pilot,1967,TOPAZ,Leon Uris,ABSTAIN,INSUFFICIENT,,retrospective,,only 4 tense-bearing quotes,6,3,0,1,0,3,3,0,0,0
top1968:350,pilot,1968,AIRPORT,Arthur Hailey,PAST,PAST,high,retrospective,,"100% past / 0% present of 8, situation=retrospective",12,6,0,2,0,6,3,3,0,0
top1968:1167,pilot,1968,COUPLES,John Updike,PAST,PAST,high,retrospective,,"100% past / 0% present of 17, situation=retrospective",24,17,0,0,0,17,3,4,0,0
top1968:3155,pilot,1968,MYRA BRECKINRIDGE,Gore Vidal,PRESENT,PRESENT,med,simultaneous,The excerpts use a first-person present writing/reflection frame with embedded past recollections; no affirmative evidence identifies character dialogue.,"29% past / 71% present of 7, situation=simultaneous",8,2,5,0,0,7,0,1,0,0
top1968:4482,pilot,1968,TESTIMONY OF TWO MEN,Taylor Caldwell,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,1,0,0,0,0,0,0,1,0,0
top1968:6186,pilot,1968,THE SALZBURG CONNECTION,Helen MacInnes,ABSTAIN,INSUFFICIENT,,retrospective,,only 1 tense-bearing quotes,1,0,0,1,0,0,1,0,0,0
top1969:3566,pilot,1969,PORTNOY'S COMPLAINT,Philip Roth,ABSTAIN,INSUFFICIENT,,retrospective,,only 3 tense-bearing quotes,53,2,1,0,0,3,44,6,0,0
top1969:5206,pilot,1969,THE FRENCH LIEUTENANT'S WOMAN,John Fowles,PAST,PAST,high,retrospective,,"95% past / 5% present of 22, situation=retrospective",49,15,1,6,0,16,13,19,1,0
top1969:5279,pilot,1969,THE GODFATHER,Mario Puzo,PAST,PAST,high,retrospective,,"100% past / 0% present of 14, situation=retrospective",50,12,0,2,0,12,37,1,0,0
top1970:2816,pilot,1970,LOVE STORY,Erich Segal,PAST,PAST,high,retrospective,,"100% past / 0% present of 19, situation=retrospective",22,5,0,14,0,5,16,1,0,0
top1970:3671,pilot,1970,QB VII,Leon Uris,ABSTAIN,INSUFFICIENT,,retrospective,,only 3 tense-bearing quotes,9,2,0,1,0,2,2,5,0,0
top1970:4911,pilot,1970,THE CRYSTAL CAVE,Mary Stewart,PAST,PAST,high,retrospective,,"90% past / 10% present of 10, situation=retrospective",19,7,1,2,0,8,9,2,0,0
top1971:4939,pilot,1971,THE DAY OF THE JACKAL,Frederick Forsyth,PAST,PAST,high,dual,,"91% past / 9% present of 11, situation=dual",15,10,1,0,0,11,1,3,0,0
top1971:5081,pilot,1971,THE EXORCIST,William Peter Blatty,PAST,PAST,high,retrospective,,"100% past / 0% present of 19, situation=retrospective",49,15,0,4,0,15,23,5,6,0
top1971:6709,pilot,1971,THE WINDS OF WAR,Herman Wouk,PAST,PAST,high,retrospective,,"100% past / 0% present of 10, situation=retrospective",25,8,0,2,0,8,12,2,2,1
top1972:2501,pilot,1972,JONATHAN LIVINGSTON SEAGULL,Richard Bach,PAST,PAST,high,retrospective,,"100% past / 0% present of 10, situation=retrospective",23,4,0,6,0,4,17,2,0,0
top1972:5914,pilot,1972,THE ODESSA FILE,Frederick Forsyth,PAST,PAST,med,retrospective,,"83% past / 17% present of 6, situation=retrospective",14,4,1,1,0,5,5,4,0,0
top1972:6743,pilot,1972,THE WORD,Irving Wallace,ABSTAIN,INSUFFICIENT,,retrospective,,only 1 tense-bearing quotes,1,1,0,0,0,1,0,0,0,0
top1973:886,pilot,1973,BURR,Gore Vidal,PAST,PAST,high,retrospective,,"97% past / 3% present of 35, situation=retrospective",45,21,1,13,0,22,13,10,0,0
top1973:5401,pilot,1973,THE HOLLOW HILLS,Mary Stewart,PAST,PAST,high,retrospective,,"80% past / 20% present of 15, situation=retrospective",25,11,3,1,0,14,5,5,1,0
top1974:982,pilot,1974,CENTENNIAL,James Michener.,PAST,PAST,high,retrospective,The book's narrative ground is retrospective past-tense historical narration.,"100% past / 0% present of 10, situation=retrospective",15,8,0,2,0,8,3,3,1,0
top1974:2482,pilot,1974,JAWS,Peter Benchley,PAST,PAST,high,retrospective,,"93% past / 7% present of 14, situation=retrospective",37,12,1,1,0,13,15,6,3,0
top1974:6874,pilot,1974,"TINKER, TAILOR, SOLDIER, SPY",John le Carré,PAST,PAST,high,retrospective,,"99% past / 1% present of 83, situation=retrospective",104,51,1,31,0,52,46,6,0,0
top1975:2769,pilot,1975,LOOKING FOR MR. GOODBAR,Judith Rossner,PAST,PAST,med,retrospective,,"100% past / 0% present of 7, situation=retrospective",9,6,0,1,0,6,3,0,0,0
top1975:3699,pilot,1975,RAGTIME,E. L. Doctorow,PAST,PAST,high,retrospective,,"96% past / 4% present of 25, situation=retrospective",34,23,1,1,0,24,9,1,0,0
top1975:5815,pilot,1975,THE MONEYCHANGERS,Arthur Hailey,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,2,0,0,0,0,0,1,1,0,0
top1976:23,pilot,1976,1876,Gore Vidal,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,2,0,0,0,0,0,0,2,0,0
top1976:4148,pilot,1976,SLEEPING MURDER,Agatha Christie,ABSTAIN,INSUFFICIENT,,retrospective,,only 3 tense-bearing quotes,10,2,0,1,0,2,5,3,0,0
top1976:6971,pilot,1976,TRINITY,Leon Uris,PAST,PAST,high,retrospective,,"100% past / 0% present of 10, situation=retrospective",25,6,0,4,0,6,18,0,1,0
top1977:2363,pilot,1977,ILLUSIONS,Richard Bach,PAST,PAST,med,retrospective,,"100% past / 0% present of 5, situation=retrospective",47,2,0,3,0,2,9,36,0,0
top1977:6308,pilot,1977,THE SILMARILLION,J.R.R. Tolkien,PAST,PAST,high,retrospective,,"97% past / 3% present of 63, situation=retrospective",95,42,2,19,0,44,34,13,4,0
top1977:6511,pilot,1977,THE THORN BIRDS,Colleen McCullough,PAST,PAST,high,retrospective,,"95% past / 5% present of 20, situation=retrospective",50,15,1,4,0,16,25,7,0,2
top1978:1023,pilot,1978,CHESAPEAKE,James A. Michener,PAST,PAST,high,retrospective,,"100% past / 0% present of 9, situation=retrospective",16,9,0,0,0,9,1,4,1,1
top1978:1664,pilot,1978,EVERGREEN,Belva Plain,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,1,0,0,0,0,0,0,1,0,0
top1978:7166,pilot,1978,WAR AND REMEMBRANCE,Herman Wouk,PAST,PAST,CONFLICT,retrospective,,"29% past / 71% present of 7, situation=retrospective",24,2,4,0,1,6,7,6,0,5
top1979:4218,pilot,1979,SOPHIE'S CHOICE,William Styron,PAST,PAST,high,retrospective,,"91% past / 9% present of 23, situation=retrospective",51,18,2,3,0,20,18,8,4,1
top1979:4944,pilot,1979,THE DEAD ZONE,Stephen King,PAST,PAST,high,retrospective,,"100% past / 0% present of 19, situation=retrospective",38,15,0,4,0,15,10,7,0,6
top1979:5777,pilot,1979,THE MATARESE CIRCLE,Robert Ludlum,ABSTAIN,INSUFFICIENT,,unclear,,only 1 tense-bearing quotes,4,0,0,1,0,0,2,2,0,0
top1979:6383,pilot,1979,THE STAND,Stephen King,PAST,PAST,high,retrospective,,"72% past / 28% present of 18, situation=retrospective",52,13,5,0,0,18,10,22,0,2
top1979:6972,pilot,1979,TRIPLE,Ken Follett,PAST,PAST,med,retrospective,,"100% past / 0% present of 5, situation=retrospective",9,5,0,0,0,5,1,2,0,1
top1980:3621,pilot,1980,PRINCESS DAISY,Judith Krantz,ABSTAIN,INSUFFICIENT,,retrospective,,only 1 tense-bearing quotes,4,1,0,0,0,1,1,2,0,0
top1980:3696,pilot,1980,RAGE OF ANGELS,Sidney Sheldon,PAST,PAST,med,retrospective,,"100% past / 0% present of 5, situation=retrospective",13,3,0,2,0,3,7,1,2,0
top1980:4897,pilot,1980,THE COVENANT,James A. Michener,PAST,PAST,med,retrospective,,"100% past / 0% present of 7, situation=retrospective",19,5,0,2,0,5,8,6,0,0
top1981:2036,pilot,1981,GORKY PARK,Martin Cruz Smith,PAST,PAST,high,retrospective,,"100% past / 0% present of 15, situation=retrospective",29,11,0,4,0,11,16,2,0,0
top1981:2921,pilot,1981,MASQUERADE,Kit Williams,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,1,0,0,0,0,0,1,0,0,0
top1981:3278,pilot,1981,NOBLE HOUSE,James Clavell,PAST,PAST,high,retrospective,,"100% past / 0% present of 14, situation=retrospective",45,2,0,12,0,2,33,8,1,1
top1982:4231,pilot,1982,SPACE,James A. Michener,PAST,PAST,med,retrospective,,"100% past / 0% present of 6, situation=retrospective",16,5,0,1,0,5,6,5,0,0
top1982:6595,pilot,1982,THE VALLEY OF HORSES,Jean M. Auel,PAST,PAST,high,retrospective,,"100% past / 0% present of 13, situation=retrospective",25,8,0,5,0,8,13,4,0,0
top1983:1047,pilot,1983,CHRISTINE,Stephen King,PAST,PAST,high,retrospective,,"100% past / 0% present of 13, situation=retrospective",25,10,0,3,0,10,7,8,0,0
top1983:3506,pilot,1983,PET SEMATARY,Stephen King,PAST,PAST,high,retrospective,,"89% past / 11% present of 9, situation=retrospective",25,8,1,0,0,9,6,10,0,0
top1983:3550,pilot,1983,POLAND,James A. Michener,PAST,PAST,high,retrospective,,"92% past / 8% present of 12, situation=retrospective",18,6,0,5,1,6,7,3,2,0
top1983:5671,pilot,1983,THE LITTLE DRUMMER GIRL,John le Carré,PAST,PAST,high,retrospective,,"77% past / 23% present of 22, situation=retrospective",33,14,5,3,0,19,6,5,0,3
top1983:5851,pilot,1983,THE NAME OF THE ROSE,Umberto Eco,ABSTAIN,INSUFFICIENT,,retrospective,,only 4 tense-bearing quotes,25,2,0,2,0,2,22,0,1,0
top1984:9,pilot,1984,"''. . . AND LADIES OF THE CLUB,''",Helen Hooven Santmyer,ABSTAIN,INSUFFICIENT,,retrospective,,only 2 tense-bearing quotes,7,1,0,1,0,1,5,1,0,0
top1984:2718,pilot,1984,LINCOLN,Gore Vidal,PAST,PAST,high,retrospective,,"100% past / 0% present of 21, situation=retrospective",28,6,0,15,0,6,19,2,0,1
top1984:4564,pilot,1984,THE AQUITAINE PROGRESSION,Robert Ludlum,ABSTAIN,INSUFFICIENT,,retrospective,,only 4 tense-bearing quotes,5,3,0,1,0,3,1,1,0,0
top1984:5202,pilot,1984,THE FOURTH PROTOCOL,Frederick Forsyth,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,1,0,0,0,0,0,0,0,1,0
top1984:5352,pilot,1984,THE HAJ,Leon Uris,ABSTAIN,INSUFFICIENT,,retrospective,Event narration is retrospective; dialogue excerpts carry no external narration beats.,only 3 tense-bearing quotes,7,3,0,0,0,3,3,1,0,0
top1984:6293,pilot,1984,THE SICILIAN,Mario Puzo,PAST,PAST,high,retrospective,"Event evidence is predominantly retrospective, with one present-tense story-specific assertion.","93% past / 7% present of 14, situation=retrospective",25,9,1,4,0,10,5,8,0,2
top1984:6462,pilot,1984,THE TALISMAN,Stephen King and Peter Straub,PAST,PAST,high,retrospective,,"100% past / 0% present of 16, situation=retrospective",22,16,0,0,0,16,3,3,0,0
top1985:2361,pilot,1985,IF TOMORROW COMES,Sidney Sheldon,PAST,PAST,high,retrospective,,"100% past / 0% present of 9, situation=retrospective",15,6,0,3,0,6,7,2,0,0
top1985:2624,pilot,1985,LAKE WOBEGON DAYS,Garrison Keillor,ABSTAIN,INSUFFICIENT,,dual,,only 4 tense-bearing quotes,14,3,1,0,0,4,7,3,0,0
top1985:5744,pilot,1985,THE MAMMOTH HUNTERS,Jean M. Auel,PAST,PAST,high,retrospective,,"100% past / 0% present of 9, situation=retrospective",20,7,0,2,0,7,6,6,0,1
top1986:2466,pilot,1986,IT,Stephen King,PAST,PAST,high,retrospective,,"100% past / 0% present of 8, situation=retrospective",24,4,0,4,0,4,12,7,1,0
top1986:3741,pilot,1986,RED STORM RISING,Tom Clancy,PAST,PAST,high,retrospective,,"94% past / 6% present of 17, situation=retrospective",26,12,1,4,0,13,9,4,0,0
top1986:6051,pilot,1986,THE PRINCE OF TIDES,Pat Conroy,PAST,PAST,high,retrospective,,"92% past / 8% present of 64, situation=retrospective",101,52,5,7,0,57,19,18,6,1
top1987:3480,pilot,1987,PATRIOT GAMES,Tom Clancy,PAST,PAST,high,retrospective,,"100% past / 0% present of 9, situation=retrospective",20,6,0,3,0,6,9,3,2,0
top1987:3600,pilot,1987,PRESUMED INNOCENT,Scott Turow,ABSTAIN,INSUFFICIENT,,dual,,only 4 tense-bearing quotes,7,1,1,0,2,2,2,2,0,1
top1987:4679,pilot,1987,THE BONFIRE OF THE VANITIES,Tom Wolfe,PAST,PAST,high,retrospective,,"89% past / 11% present of 18, situation=retrospective",23,16,2,0,0,18,2,3,0,0
top1988:352,pilot,1988,ALASKA,James A. Michener,PAST,PAST,high,retrospective,,"80% past / 20% present of 20, situation=retrospective",25,13,4,3,0,17,6,0,0,2
top1988:831,pilot,1988,BREATHING LESSONS,Anne Tyler,PAST,PAST,high,retrospective,,"100% past / 0% present of 24, situation=retrospective",32,22,0,2,0,22,6,3,0,1
top1988:4759,pilot,1988,THE CARDINAL OF THE KREMLIN,Tom Clancy,ABSTAIN,INSUFFICIENT,,retrospective,,only 3 tense-bearing quotes,14,3,0,0,0,3,3,7,1,0
top1988:5454,pilot,1988,THE ICARUS AGENDA,Robert Ludlum,ABSTAIN,INSUFFICIENT,,unclear,The sole quote is non-diagnostic past-tense rhetorical generalization.,only 0 tense-bearing quotes,1,0,0,0,0,0,0,1,0,0
top1988:6278,pilot,1988,THE SHELL SEEKERS,Rosamunde Pilcher,PAST,PAST,high,retrospective,,"100% past / 0% present of 24, situation=retrospective",49,21,0,3,0,21,16,9,3,0
top1989:1079,pilot,1989,CLEAR AND PRESENT DANGER,Tom Clancy,PAST,PAST,high,retrospective,,"100% past / 0% present of 12, situation=retrospective",20,12,0,0,0,12,3,5,0,0
top1989:4438,pilot,1989,TALES FROM MARGARITAVILLE,Jimmy Buffett,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,2,0,0,0,0,0,0,2,0,0
top1989:5515,pilot,1989,THE JOY LUCK CLUB,Amy Tan,PAST,PAST,high,dual,,"84% past / 16% present of 51, situation=dual",96,40,7,3,1,47,44,5,0,0
top1990:2956,pilot,1990,MEMORIES OF MIDNIGHT,Sidney Sheldon,PAST,PAST,med,retrospective,6 event quotes: 5 past and 1 present; dialogue beats provide no additional tense evidence.,"86% past / 14% present of 7, situation=retrospective",12,6,1,0,0,7,2,1,1,1
top1990:3343,pilot,1990,"OH, THE PLACES YOU'LL GO!",Dr. Seuss,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,21,0,0,0,0,0,0,21,0,0
top1990:4003,pilot,1990,SEPTEMBER,Rosamunde Pilcher,PAST,PAST,med,retrospective,,"80% past / 20% present of 5, situation=retrospective",13,4,1,0,0,5,0,7,0,1
top1990:4708,pilot,1990,THE BOURNE ULTIMATUM,Robert Ludlum,ABSTAIN,INSUFFICIENT,,unclear,No event-narration excerpts are available to determine a narrating situation.,only 0 tense-bearing quotes,3,0,0,0,0,0,1,2,0,0
top1990:4734,pilot,1990,THE BURDEN OF PROOF,Scott Turow,ABSTAIN,INSUFFICIENT,,retrospective,,only 2 tense-bearing quotes,3,2,0,0,0,2,1,0,0,0
top1990:6019,pilot,1990,THE PLAINS OF PASSAGE,Jean M. Auel,PAST,PAST,high,retrospective,,"100% past / 0% present of 11, situation=retrospective",14,9,0,2,0,9,3,1,0,1
top1991:3945,pilot,1991,SCARLETT,Alexandra Ripley,PAST,PAST,high,retrospective,,"89% past / 11% present of 19, situation=retrospective",49,10,1,7,1,11,33,5,0,0
top1991:5144,pilot,1991,THE FIRM,John Grisham,PAST,PAST,med,retrospective,,"100% past / 0% present of 5, situation=retrospective",13,4,0,1,0,4,8,1,0,0
top1991:6426,pilot,1991,THE SUM OF ALL FEARS,Tom Clancy,PAST,PAST,med,retrospective,,"100% past / 0% present of 5, situation=retrospective",18,2,0,3,0,2,8,6,1,1
top1992:1979,pilot,1992,GERALD'S GAME,Stephen King,PAST,PAST,high,retrospective,,"87% past / 13% present of 15, situation=retrospective",25,11,2,2,0,13,11,1,0,0
top1992:2060,pilot,1992,GRIFFIN & SABINE,Nick Bantock,ABSTAIN,INSUFFICIENT,,retrospective,,only 1 tense-bearing quotes,4,1,0,0,0,1,3,0,0,0
top1992:3894,pilot,1992,SABINE'S NOTEBOOK,Nick Bantock,ABSTAIN,INSUFFICIENT,,unclear,,only 2 tense-bearing quotes,4,1,1,0,0,2,2,0,0,0
top1992:4723,pilot,1992,THE BRIDGES OF MADISON COUNTY,Robert James Waller,PAST,PAST,high,retrospective,,"100% past / 0% present of 16, situation=retrospective",55,15,0,1,0,15,30,7,1,2
top1992:5993,pilot,1992,THE PELICAN BRIEF,John Grisham,ABSTAIN,INSUFFICIENT,,retrospective,,only 1 tense-bearing quotes,2,1,0,0,0,1,1,0,0,0
top1992:7158,pilot,1992,WAITING TO EXHALE,Terry McMillan,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,3,0,0,0,0,0,2,1,0,0
top1993:2712,pilot,1993,LIKE WATER FOR CHOCOLATE,Laura Esquivel,PAST,PAST,high,retrospective,,"100% past / 0% present of 10, situation=retrospective",25,10,0,0,0,10,6,8,1,0
top1993:4852,pilot,1993,THE CLIENT,John Grisham,PAST,PAST,high,retrospective,,"100% past / 0% present of 13, situation=retrospective",23,8,0,5,0,8,11,4,0,0
top1993:7344,pilot,1993,WITHOUT REMORSE,Tom Clancy,PAST,PAST,high,retrospective,,"100% past / 0% present of 14, situation=retrospective",30,12,0,2,0,12,4,12,1,1
top1994:3132,pilot,1994,MUTANT MESSAGE DOWN UNDER,Marlo Morgan,PAST,PAST,med,retrospective,,"100% past / 0% present of 5, situation=retrospective",16,4,0,1,0,4,4,8,0,0
top1994:3555,pilot,1994,POLITICALLY CORRECT BEDTIME STORIES,James Finn Garner,PAST,PAST,high,retrospective,,"100% past / 0% present of 10, situation=retrospective",11,7,0,3,0,7,3,1,0,0
top1994:4796,pilot,1994,THE CELESTINE PROPHECY,James Redfield,ABSTAIN,INSUFFICIENT,,retrospective,,only 0 tense-bearing quotes,27,0,0,0,0,0,27,0,0,0
top1995:4830,pilot,1995,THE CHRISTMAS BOX,Richard Paul Evans,ABSTAIN,INSUFFICIENT,,unclear,,only 1 tense-bearing quotes,6,0,0,1,0,0,1,5,0,0
top1995:5413,pilot,1995,THE HORSE WHISPERER,Nicholas Evans,PAST,PAST,med,retrospective,,"100% past / 0% present of 7, situation=retrospective",14,6,0,1,0,6,5,2,0,1
top1995:6096,pilot,1995,THE RAINMAKER,John Grisham,PRESENT,PRESENT,high,simultaneous,,"12% past / 88% present of 16, situation=simultaneous",25,2,14,0,0,16,1,7,0,1
top1996:293,hist,1996,ABSOLUTE POWER,David Baldacci,PAST,PAST,high,retrospective,,"100% past / 0% present of 14, situation=retrospective",22,12,0,2,0,12,4,5,0,1
top1996:349,hist,1996,AIRFRAME,Michael Crichton,PAST,PAST,med,retrospective,,"86% past / 14% present of 7, situation=retrospective",11,4,1,2,0,5,5,1,0,0
top1996:967,hist,1996,CAUSE OF DEATH,Patricia Cornwell,PAST,PAST,med,retrospective,,"100% past / 0% present of 6, situation=retrospective",8,4,0,2,0,4,3,1,0,0
top1996:1431,hist,1996,DESPERATION,Stephen King,PAST,PAST,high,retrospective,,"86% past / 14% present of 14, situation=retrospective",23,9,1,3,1,10,8,3,0,2
top1996:1689,hist,1996,EXECUTIVE ORDERS,Tom Clancy,PAST,PAST,high,retrospective,Event-narration evidence is consistently past tense; dialogue beats are also past where present.,"100% past / 0% present of 27, situation=retrospective",47,24,0,3,0,24,11,7,3,2
top1996:1735,hist,1996,FALLING UP,Shel Silverstein,ABSTAIN,INSUFFICIENT,,unclear,Only five supplied excerpts; they are poetic and yield no event-narration evidence for a narrating-situation determination.,only 2 tense-bearing quotes,5,0,0,2,0,0,3,1,0,1
top1996:2012,hist,1996,GODS AND GENERALS,Jeff Shaara,PAST,PAST,med,retrospective,,"100% past / 0% present of 7, situation=retrospective",14,6,0,1,0,6,7,0,0,1
top1996:2287,hist,1996,HOW STELLA GOT HER GROOVE BACK,Terry McMillan,ABSTAIN,INSUFFICIENT,,simultaneous,"Present-tense first-person narration, with a retrospective memory passage.",only 4 tense-bearing quotes,4,1,2,0,1,3,1,0,0,0
top1996:2330,hist,1996,I WAS AMELIA EARHART,Jane Mendelsohn,ABSTAIN,INSUFFICIENT,,unclear,,only 2 tense-bearing quotes,4,1,1,0,0,2,1,1,0,0
top1996:2436,hist,1996,INTENSITY,Dean Koontz,PAST,PAST,high,retrospective,Manual audit: the authorized opening confirms past base narration; Goodreads quotations appear cross-title contaminated.,"75% past / 25% present of 16, situation=retrospective",27,12,4,0,0,16,2,8,1,0
top1996:3056,hist,1996,MOONLIGHT BECOMES YOU,Mary Higgins Clark,ABSTAIN,INSUFFICIENT,,unclear,,only 2 tense-bearing quotes,2,1,1,0,0,2,0,0,0,0
top1996:3608,hist,1996,PRIMARY COLORS,Anonymous,ABSTAIN,INSUFFICIENT,,retrospective,,only 1 tense-bearing quotes,4,1,0,0,0,1,0,3,0,0
top1996:4957,hist,1996,THE DEEP END OF THE OCEAN,Jacquelyn Mitchard,ABSTAIN,INSUFFICIENT,,retrospective,,only 3 tense-bearing quotes,3,3,0,0,0,3,0,0,0,0
top1996:5634,hist,1996,THE LAWS OF OUR FATHERS,Scott Turow,ABSTAIN,UNCLEAR,,unclear,,situation='unclear',7,1,3,0,1,4,1,1,0,1
top1996:5903,hist,1996,THE NOTEBOOK,Nicholas Sparks,OTHER,DUAL,high,dual,Event excerpts show a past-tense recollective layer and a distinct present-tense first-person reflective/immediate layer. Speech and gnomic excerpts were excluded from event-tense evidence.,"67% past / 33% present of 27, situation=dual",70,16,9,2,0,25,33,10,0,2
top1996:6117,hist,1996,THE REGULATORS,Richard Bachman,ABSTAIN,UNCLEAR,,unclear,,situation='unclear',10,5,5,0,0,10,0,0,0,0
top1996:6178,hist,1996,THE RUNAWAY JURY,John Grisham,PAST,PAST,med,retrospective,,"100% past / 0% present of 5, situation=retrospective",8,5,0,0,0,5,1,2,0,0
top1996:6484,hist,1996,THE TENTH INSIGHT,James Redfield,PAST,PAST,high,retrospective,,"100% past / 0% present of 8, situation=retrospective",28,7,0,1,0,7,3,18,0,0
top1997:64,hist,1997,A CERTAIN JUSTICE,P. D. James,ABSTAIN,UNCLEAR,,unclear,,situation='unclear',10,3,1,1,0,4,4,1,0,1
top1997:957,hist,1997,CAT & MOUSE,James Patterson,ABSTAIN,INSUFFICIENT,,retrospective,Three event-narration excerpts are past-tense; the remaining excerpts are primarily aphoristic or dialogue.,only 4 tense-bearing quotes,12,3,0,1,0,3,1,6,0,2
top1997:1098,hist,1997,COLD MOUNTAIN,Charles Frazier,PAST,PAST,high,retrospective,,"79% past / 21% present of 14, situation=retrospective",23,9,3,2,0,12,7,4,0,0
top1997:1110,hist,1997,COMANCHE MOON,Larry McMurtry,PAST,PAST,high,retrospective,,"100% past / 0% present of 19, situation=retrospective",23,11,0,8,0,11,12,0,0,0
top1997:1659,hist,1997,EVENING CLASS,Maeve Binchy,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,1,0,0,0,0,0,0,1,0,0
top1997:1762,hist,1997,FAT TUESDAY,Sandra Brown,ABSTAIN,INSUFFICIENT,,retrospective,,only 1 tense-bearing quotes,2,1,0,0,0,1,0,1,0,0
top1997:2256,hist,1997,HORNET'S NEST,Patricia Cornwell,ABSTAIN,INSUFFICIENT,,unclear,,only 0 tense-bearing quotes,1,0,0,0,0,0,1,0,0,0
top1997:2746,hist,1997,LONDON,Edward Rutherfurd,PAST,PAST,high,retrospective,,"100% past / 0% present of 16, situation=retrospective",18,12,0,4,0,12,4,2,0,0
top1997:2952,hist,1997,MEMOIRS OF A GEISHA,Arthur Golden,PAST,PAST,high,retrospective,Classified solely from supplied excerpts. Story-specific first-person recollections overwhelmingly use past narration; present-tense memoir framing and aphorisms were kept distinct.,"84% past / 16% present of 49, situation=retrospective",97,37,8,4,0,45,21,31,0,0
